Symbol,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, ISIN NUMBER, FACE VALUE
BVCL,Barak Valley Cements Limited,EQ,23-Nov-07,10,INE139I01011,10
BYKE,The Byke Hospitality Ltd,EQ,15-Apr-15,10,INE319B01014,10
CALSOFT,California Software Company Limited,BE,28-Jun-00,10,INE526B01014,10
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-Jan-15,1,INE052I01032,1
CAMPUS,Campus Activewear Limited,EQ,09-May-22,5,INE278Y01022,5
CAMS,Computer Age Management Services Limited,EQ,07-May-21,10,INE596I01012,10
CANBK,Canara Bank,EQ,23-Dec-02,2,INE476A01022,2
CANFINHOME,Can Fin Homes Limited,EQ,10-May-95,2,INE477A01020,2
CANTABIL,Cantabil Retail India Limited,EQ,12-Oct-10,2,INE068L01024,2
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-Sep-17,10,INE264T01014,10
CAPITALSFB,Capital Small Finance Bank Limited,EQ,14-Feb-24,10,INE646H01017,10
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-Jun-14,2,INE475E01026,2
CAPTRUST,Capital Trust Limited,EQ,16-Jan-17,10,INE707C01018,10
CARBORUNIV,Carborundum Universal Limited,EQ,03-Apr-96,1,INE120A01034,1
CARERATING,CARE Ratings Limited,EQ,26-Dec-12,10,INE752H01013,10
CARRARO,Carraro India Limited,EQ,30-Dec-24,10,INE0V7W01012,10
CARTRADE,Cartrade Tech Limited,EQ,20-Aug-21,10,INE290S01011,10
CARYSIL,CARYSIL LIMITED,EQ,14-Jan-21,2,INE482D01024,2
CASTROLIND,Castrol India Limited,EQ,14-Mar-14,5,INE172A01027,5
CCCL,Consolidated Construction Consortium Limited,EQ,15-Oct-07,2,INE429I01024,2
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-Feb-15,2,INE652F01027,2
CCL,CCL Products (India) Limited,EQ,07-Jun-04,2,INE421D01022,2
CDSL,Central Depository Services (India) Limited,EQ,30-Jun-17,10,INE736A01011,10
CEATLTD,CEAT Limited,EQ,01-Feb-08,10,INE482A01020,10
CEIGALL,Ceigall India Limited,EQ,08-Aug-24,5,INE0AG901020,5
CELEBRITY,Celebrity Fashions Limited,EQ,12-Jan-06,10,INE185H01016,10
CELLO,Cello World Limited,EQ,06-Nov-23,5,INE0LMW01024,5
CENTENKA,Century Enka Limited,EQ,10-May-95,10,INE485A01015,10
CENTEXT,Century Extrusions Limited,EQ,20-Jul-04,1,INE281A01026,1
CENTRALBK,Central Bank of India,EQ,21-Aug-07,10,INE483A01010,10
CENTRUM,Centrum Capital Limited,EQ,04-Apr-18,1,INE660C01027,1
CENTUM,Centum Electronics Limited,EQ,05-Oct-07,10,INE320B01020,10
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-Mar-06,1,INE348B01021,1
CERA,Cera Sanitaryware Limited,EQ,02-Nov-07,5,INE739E01017,5
CEREBRAINT,Cerebra Integrated Technologies Limited,BZ,26-Jun-13,10,INE345B01019,10
CESC,CESC Limited,EQ,08-Feb-95,1,INE486A01021,1
CEWATER,Concord Enviro Systems Limited,EQ,27-Dec-24,5,INE037Z01029,5
CGCL,Capri Global Capital Limited,EQ,29-Oct-10,1,INE180C01042,1
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-Mar-95,2,INE067A01029,2
CHALET,Chalet Hotels Limited,EQ,07-Feb-19,10,INE427F01016,10
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-95,10,INE085A01013,10
CHEMBOND,Chembond Chemicals Ltd,BE,20-Nov-19,5,INE995D01025,5
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-Oct-20,10,INE03YM01018,10
CHEMFAB,Chemfab Alkalis Limited,EQ,25-Apr-18,10,INE783X01023,10
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-Aug-21,5,INE488A01050,5
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-Jun-00,10,INE178A01016,10
CHEVIOT,Cheviot Company Limited,EQ,20-Jun-22,10,INE974B01016,10
CHOICEIN,Choice International Limited,EQ,08-Apr-22,10,INE102B01014,10
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-May-96,2,INE121A01024,2
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-Sep-17,1,INE149A01033,1
CIEINDIA,CIE Automotive India Limited,EQ,30-Aug-07,10,INE536H01010,10
CIFL,Capital India Finance Limited,EQ,17-Apr-25,2,INE345H01024,2
CIGNITITEC,Cigniti Technologies Limited,EQ,13-Oct-14,10,INE675C01017,10
CINELINE,Cineline India Limited,BE,13-Jun-12,5,INE704H01022,5
CINEVISTA,Cinevista Limited,EQ,02-May-00,2,INE039B01026,2
CIPLA,Cipla Limited,EQ,08-Feb-95,2,INE059A01026,2
CLEAN,Clean Science and Technology Limited,EQ,19-Jul-21,1,INE227W01023,1
CLEDUCATE,CL Educate Limited,EQ,31-Mar-17,5,INE201M01029,5
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-May-21,2,INE419D01026,2
CMSINFO,CMS Info Systems Limited,EQ,31-Dec-21,10,INE925R01014,10
COALINDIA,Coal India Limited,EQ,04-Nov-10,10,INE522F01014,10
COASTCORP,Coastal Corporation Limited,EQ,08-Oct-21,2,INE377E01024,2
COCHINSHIP,Cochin Shipyard Limited,EQ,11-Aug-17,5,INE704P01025,5
COFFEEDAY,Coffee Day Enterprises Limited,BE,02-Nov-15,10,INE335K01011,10
COFORGE,Coforge Limited,EQ,30-Aug-04,10,INE591G01017,10
COLPAL,Colgate Palmolive (India) Limited,EQ,17-Dec-07,1,INE259A01022,1
COMPUSOFT,Compucom Software Limited,EQ,02-Mar-12,2,INE453B01029,2
COMSYN,Commercial Syn Bags Limited,EQ,23-Jan-24,10,INE073V01015,10
CONCOR,Container Corporation of India Limited,EQ,07-May-97,5,INE111A01025,5
CONCORDBIO,Concord Biotech Limited,EQ,18-Aug-23,1,INE338H01029,1
CONFIPET,Confidence Petroleum India Limited,EQ,13-Jun-19,1,INE552D01024,1
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-Mar-05,10,INE025A01027,10
CONTROLPR,Control Print Limited,EQ,24-Jun-16,10,INE663B01015,10
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-Mar-96,2,INE558D01021,2
CORDSCABLE,Cords Cable Industries Limited,EQ,13-Feb-08,10,INE792I01017,10
COROMANDEL,Coromandel International Limited,EQ,31-May-95,1,INE169A01031,1
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-May-95,10,INE757A01017,10
COUNCODOS,Country Condo's Limited,BE,22-Jan-09,1,INE695B01025,1
CPCAP,CP Capital Limited,BE,06-Oct-10,10,INE521J01018,10
CRAFTSMAN,Craftsman Automation Limited,EQ,25-Mar-21,5,INE00LO01017,5
CREATIVE,Creative Newtech Limited,EQ,05-Aug-19,10,INE985W01018,10
CREATIVEYE,Creative Eye Limited,EQ,20-Dec-00,5,INE230B01021,5
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-18,10,INE741K01010,10
CREST,Crest Ventures Limited,EQ,27-Dec-06,10,INE559D01011,10
CRISIL,CRISIL Limited,EQ,28-Jun-95,1,INE007A01025,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-May-16,2,INE299U01018,2
CROWN,Crown Lifters Limited,EQ,08-Feb-22,10,INE491V01019,10
CSBBANK,CSB Bank Limited,EQ,04-Dec-19,10,INE679A01013,10
CSLFINANCE,CSL Finance Limited,EQ,21-Jul-22,10,INE718F01018,10
CTE,Cambridge Technology Enterprises Limited,BE,07-Feb-07,10,INE627H01017,10
CUB,City Union Bank Limited,EQ,25-Aug-98,1,INE491A01021,1
CUBEXTUB,Cubex Tubings Limited,EQ,24-Apr-96,10,INE144D01012,10
CUMMINSIND,Cummins India Limited,EQ,29-Mar-95,2,INE298A01020,2
CUPID,Cupid Limited,EQ,16-Sep-16,1,INE509F01029,1
CURAA,Cura Technologies Limited,BE,21-Mar-25,10,INE117B01020,10
CYBERMEDIA,Cyber Media (India) Limited,BE,10-Jun-05,10,INE278G01037,10
CYBERTECH,Cybertech Systems And Software Limited,BE,27-Jan-99,10,INE214A01019,10
CYIENT,Cyient Limited,EQ,30-Sep-98,5,INE136B01020,5
CYIENTDLM,Cyient DLM Limited,EQ,10-Jul-23,10,INE055S01018,10
DABUR,Dabur India Limited,EQ,28-Apr-99,1,INE016A01026,1
DALBHARAT,Dalmia Bharat Limited,EQ,22-Jan-19,2,INE00R701025,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-96,2,INE495A01022,2
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-Dec-24,2,INE284H01025,2
DAMODARIND,Damodar Industries Limited,EQ,04-Jul-16,5,INE497D01022,5
DANGEE,Dangee Dums Limited,BE,13-Nov-20,1,INE688Y01022,1
DATAMATICS,Datamatics Global Services Limited,EQ,07-May-04,5,INE365B01017,5
DATAPATTNS,Data Patterns (India) Limited,EQ,24-Dec-21,2,INE0IX101010,2
DAVANGERE,Davangere Sugar Company Limited,EQ,25-Jan-24,1,INE179G01029,1
DBCORP,D.B.Corp Limited,EQ,06-Jan-10,10,INE950I01011,10
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-Oct-24,10,INE0OPA01019,10
DBL,Dilip Buildcon Limited,EQ,11-Aug-16,10,INE917M01012,10
DBOL,Dhampur Bio Organics Limited,BE,08-Sep-22,10,INE0I3401014,10
DBREALTY,Valor Estate Limited,EQ,24-Feb-10,10,INE879I01012,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-Feb-12,2,INE921B01025,2
DCAL,Dishman Carbogen Amcis Limited,EQ,21-Sep-17,2,INE385W01011,2
DCBBANK,DCB Bank Limited,EQ,27-Oct-06,10,INE503A01015,10
DCI,Dc Infotech And Communication Limited,EQ,19-Oct-22,10,INE0A1101019,10
DCM,DCM  Limited,EQ,29-Mar-95,10,INE498A01018,10
DCMFINSERV,DCM Financial Services Limited,EQ,21-May-97,10,INE891B01012,10
DCMNVL,DCM Nouvelle Limited,EQ,16-Jul-19,10,INE08KP01019,10
DCMSHRIRAM,DCM Shriram Limited,EQ,12-Apr-95,2,INE499A01024,2
DCMSRIND,DCM Shriram Industries Limited,EQ,24-Dec-21,2,INE843D01027,2
DCW,DCW Limited,EQ,25-May-95,2,INE500A01029,2
DCXINDIA,DCX Systems Limited,EQ,11-Nov-22,2,INE0KL801015,2
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-Jan-25,1,INE0HR601026,1
DECCANCE,Deccan Cements Limited,EQ,02-Aug-07,5,INE583C01021,5
DEEDEV,DEE Development Engineers Limited,EQ,26-Jun-24,10,INE841L01016,10
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-Jan-03,10,INE501A01019,10
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-Sep-10,2,INE288B01029,2
DEEPINDS,Deep Industries Limited,EQ,27-Apr-21,5,INE0FHS01024,5
DELHIVERY,Delhivery Limited,EQ,24-May-22,1,INE148O01028,1
DELPHIFX,DELPHI WORLD MONEY LIMITED,BE,28-Jun-11,10,INE726L01019,10
DELTACORP,Delta Corp Limited,EQ,02-Nov-07,1,INE124G01033,1
DELTAMAGNT,Delta Manufacturing Limited,BE,18-Oct-95,10,INE393A01011,10
DEN,Den Networks Limited,EQ,24-Nov-09,10,INE947J01015,10
DENORA,De Nora India Limited,EQ,07-Aug-97,10,INE244A01016,10
DENTA,Denta Water and Infra Solutions Limited,EQ,29-Jan-25,10,INE0R4L01018,10
DEVIT,Dev Information Technology Limited,EQ,15-Feb-22,5,INE060X01026,5
DEVYANI,Devyani International Limited,EQ,16-Aug-21,1,INE872J01023,1
DGCONTENT,Digicontent Limited,EQ,18-Jun-19,2,INE03JI01017,2
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-Mar-95,10,INE041A01016,10
DHANBANK,Dhanlaxmi Bank Limited,EQ,01-Apr-04,10,INE680A01011,10
DHANI,Dhani Services Limited,EQ,02-Apr-08,2,INE274G01010,2
DHANUKA,Dhanuka Agritech Limited,EQ,29-Jun-11,2,INE435G01025,2
DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-Dec-22,10,INE00OQ01016,10
DHRUV,Dhruv Consultancy Services Limited,BE,25-Nov-21,10,INE506Z01015,10
DHUNINV,Dhunseri Investments Limited,EQ,18-Mar-11,10,INE320L01011,10
DIACABS,Diamond Power Infrastructure Limited,EQ,15-Sep-23,1,INE989C01038,1
DIAMINESQ,Diamines & Chemicals Limited,EQ,25-Sep-23,10,INE591D01014,10
DIAMONDYD,Prataap Snacks Limited,EQ,05-Oct-17,5,INE393P01035,5
DICIND,DIC India Limited,EQ,30-Aug-95,10,INE303A01010,10
DIFFNKG,Diffusion Engineers Limited,BE,04-Oct-24,10,INE184O01015,10
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-Jan-24,10,INE0PSC01024,10
DIGISPICE,DiGiSPICE Technologies Limited,EQ,27-May-08,3,INE927C01020,3
DIGJAMLMTD,Digjam Limited,BE,18-Oct-21,10,INE731U01028,10
DIL,Debock Industries Limited,BE,31-Mar-22,10,INE411Y01011,10
DISHTV,Dish TV India Limited,BE,18-Apr-07,1,INE836F01026,1
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-Mar-23,5,INE753U01022,5
DIVISLAB,Divi's Laboratories Limited,EQ,12-Mar-03,2,INE361B01024,2
DIXON,Dixon Technologies (India) Limited,EQ,18-Sep-17,2,INE935N01020,2
DJML,DJ Mediaprint & Logistics Limited,EQ,05-Dec-22,10,INE0B1K01014,10
DLF,DLF Limited,EQ,05-Jul-07,2,INE271C01023,2
DLINKINDIA,D-Link (India) Limited,EQ,18-Dec-09,2,INE250K01012,2
DMART,Avenue Supermarts Limited,EQ,21-Mar-17,10,INE192R01011,10
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-Dec-21,10,INE505A01010,10
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-Dec-17,1,INE016M01021,1
DODLA,Dodla Dairy Limited,EQ,28-Jun-21,10,INE021O01019,10
DOLATALGO,Dolat Algotech Limited,EQ,12-Jan-24,1,INE966A01022,1
DOLLAR,Dollar Industries Limited,EQ,21-Apr-17,2,INE325C01035,2
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,BE,21-Aug-23,1,INE920A01037,1
DOMS,DOMS Industries Limited,EQ,20-Dec-23,10,INE321T01012,10
DONEAR,Donear Industries Limited,EQ,20-Dec-06,2,INE668D01028,2
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-Nov-20,10,INE266Y01019,10
DPSCLTD,DPSC Limited,EQ,21-Apr-08,1,INE360C01024,1
DPWIRES,D P Wires Limited,EQ,17-Jan-20,10,INE864X01013,10
DRCSYSTEMS,DRC Systems India Limited,EQ,10-Mar-21,1,INE03RS01027,1
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-Sep-22,2,INE0JS101016,2
DREDGECORP,Dredging Corporation of India Limited,EQ,15-Jan-04,10,INE506A01018,10
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-May-03,1,INE089A01031,1
DSSL,Dynacons Systems & Solutions Limited,EQ,01-Dec-11,10,INE417B01040,10
DTIL,Dhunseri Tea & Industries Limited,EQ,20-Jan-15,10,INE341R01014,10
DUCON,Ducon Infratechnologies Limited,EQ,09-Oct-12,1,INE741L01018,1
DVL,Dhunseri Ventures Limited,EQ,11-Jan-08,10,INE477B01010,10
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-Dec-04,1,INE366A01041,1
DYCL,Dynamic Cables Limited,EQ,27-Jul-22,10,INE600Y01019,10
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-Sep-06,10,INE221B01012,10
DYNPRO,Dynemic Products Limited,EQ,19-Jul-17,10,INE256H01015,10
E2E,E2E Networks Limited,EQ,12-Apr-22,10,INE255Z01019,10
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-Mar-21,1,INE07O001026,1
ECLERX,eClerx Services Limited,EQ,31-Dec-07,10,INE738I01010,10
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-Sep-24,2,INE06HJ01020,2
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-Dec-07,1,INE532F01054,1
EICHERMOT,Eicher Motors Limited,EQ,07-Sep-04,1,INE066A01021,1
EIDPARRY,EID Parry India Limited,EQ,10-May-95,1,INE126A01031,1
EIEL,Enviro Infra Engineers Limited,EQ,29-Nov-24,10,INE0LLY01014,10
EIFFL,Euro India Fresh Foods Limited,EQ,12-Oct-21,10,INE546V01010,10
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-Apr-08,10,INE276C01014,10
EIHOTEL,EIH Limited,EQ,08-Feb-95,2,INE230A01023,2
EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-Apr-96,10,INE158B01016,10
EKC,Everest Kanto Cylinder Limited,EQ,15-Dec-05,2,INE184H01027,2
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-Apr-22,2,INE668G01021,2
ELECON,Elecon Engineering Company Limited,EQ,29-Sep-06,1,INE205B01031,1
ELECTCAST,Electrosteel Castings Limited,EQ,20-Jun-03,1,INE086A01029,1
ELECTHERM,Electrotherm (India) Limited,BE,20-Aug-07,10,INE822G01016,10
ELGIEQUIP,Elgi Equipments Limited,EQ,22-Nov-95,1,INE285A01027,1
ELGIRUBCO,Elgi Rubber Company Limited,BE,10-Aug-11,1,INE819L01012,1
ELIN,Elin Electronics Limited,EQ,30-Dec-22,5,INE050401020,5
EMAMILTD,Emami Limited,EQ,03-Aug-06,1,INE548C01032,1
EMAMIPAP,Emami Paper Mills Limited,EQ,30-May-19,2,INE830C01026,2
EMAMIREAL,Emami Realty Limited,EQ,28-Jul-10,2,INE778K01012,2
EMBDL,Embassy Developments Limited,EQ,23-Mar-07,2,INE069I01010,2
EMCURE,Emcure Pharmaceuticals Limited,EQ,10-Jul-24,10,INE168P01015,10
EMIL,Electronics Mart India Limited,EQ,17-Oct-22,10,INE02YR01019,10
EMKAY,Emkay Global Financial Services Limited,BE,28-Apr-06,10,INE296H01011,10
EMMBI,Emmbi Industries Limited,EQ,24-Feb-10,10,INE753K01015,10
EMSLIMITED,EMS Limited,EQ,21-Sep-23,10,INE0OV601013,10
EMUDHRA,eMudhra Limited,EQ,01-Jun-22,5,INE01QM01018,5
ENDURANCE,Endurance Technologies Limited,EQ,19-Oct-16,10,INE913H01037,10
ENERGYDEV,Energy Development Company Limited,EQ,02-Nov-07,10,INE306C01019,10
ENGINERSIN,Engineers India Limited,EQ,20-Aug-97,5,INE510A01028,5
ENIL,Entertainment Network (India) Limited,EQ,15-Feb-06,10,INE265F01028,10
ENTERO,Entero Healthcare Solutions Limited,EQ,16-Feb-24,10,INE010601016,10
EPACK,EPACK Durable Limited,EQ,30-Jan-24,10,INE0G5901015,10
EPIGRAL,Epigral Limited,EQ,18-Aug-21,10,INE071N01016,10
EPL,EPL Limited,EQ,11-Feb-02,2,INE255A01020,2
EQUIPPP,Equippp Social Impact Technologies Limited,BE,19-May-21,1,INE217G01035,1
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-Nov-20,10,INE063P01018,10
ERIS,Eris Lifesciences Limited,EQ,29-Jun-17,1,INE406M01024,1
ESABINDIA,Esab India Limited,EQ,01-Nov-95,10,INE284A01012,10
ESAFSFB,ESAF Small Finance Bank Limited,EQ,10-Nov-23,10,INE818W01011,10
ESCORTS,Escorts Kubota Limited,EQ,01-Mar-95,10,INE042A01014,10
ESSARSHPNG,Essar Shipping Limited,EQ,15-Nov-11,10,INE122M01019,10
ESSENTIA,Integra Essentia Limited,EQ,20-Aug-13,1,INE418N01035,1
ESTER,Ester Industries Limited,EQ,20-Jun-11,5,INE778B01029,5
ETERNAL,ETERNAL LIMITED,EQ,23-Jul-21,1,INE758T01015,1
ETHOSLTD,Ethos Limited,EQ,30-May-22,10,INE04TZ01018,10
EUREKAFORB,Eureka Forbes Limited,EQ,11-Sep-24,10,INE0KCE01017,10
EUROTEXIND,Eurotex Industries and Exports Limited,EQ,31-Jan-96,10,INE022C01012,10
EVEREADY,Eveready Industries India Limited,EQ,27-Apr-05,5,INE128A01029,5
EVERESTIND,Everest Industries Limited,BE,29-Mar-95,10,INE295A01018,10
EXCEL,Excel Realty N Infra Limited,EQ,03-Aug-09,1,INE688J01023,1
EXCELINDUS,Excel Industries Limited,EQ,16-Jun-04,5,INE369A01029,5
EXICOM,Exicom Tele-Systems Limited,EQ,05-Mar-24,10,INE777F01014,10
EXIDEIND,Exide Industries Limited,EQ,17-Jun-03,1,INE302A01020,1
EXPLEOSOL,Expleo Solutions Limited,EQ,26-Oct-09,10,INE201K01015,10
EXXARO,Exxaro Tiles Limited,EQ,16-Aug-21,1,INE0GFE01026,1
FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-Apr-95,10,INE188A01015,10
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-Dec-20,10,INE0DNW01011,10
FAZE3Q,Faze Three Limited,EQ,18-Nov-22,10,INE963C01033,10
FCL,Fineotex Chemical Limited,EQ,15-Jan-15,2,INE045J01026,2
FCSSOFT,FCS Software Solutions Limited,EQ,21-Sep-05,1,INE512B01022,1
FDC,FDC Limited,EQ,07-Aug-97,1,INE258B01022,1
FEDERALBNK,The Federal Bank  Limited,EQ,08-Feb-95,2,INE171A01029,2
FEDFINA,Fedbank Financial Services Limited,EQ,30-Nov-23,10,INE007N01010,10
FEL,Future Enterprises Limited,BZ,05-Nov-01,2,INE623B01027,2
FELDVR,Future Enterprises Limited,BZ,13-Feb-09,2,IN9623B01058,2
FIBERWEB,Fiberweb (India) Limited,EQ,16-Feb-22,10,INE296C01020,10
FIEMIND,Fiem Industries Limited,EQ,19-Oct-06,10,INE737H01014,10
FILATEX,Filatex India Limited,EQ,29-Aug-11,1,INE816B01035,1
FILATFASH,Filatex Fashions Limited,BE,06-May-24,1,INE185E01021,1
FINCABLES,Finolex Cables Limited,EQ,15-Feb-95,2,INE235A01022,2
FINEORG,Fine Organic Industries Limited,EQ,02-Jul-18,5,INE686Y01026,5
FINOPB,Fino Payments Bank Limited,EQ,12-Nov-21,10,INE02NC01014,10
FINPIPE,Finolex Industries Limited,EQ,08-Feb-95,2,INE183A01024,2
FIRSTCRY,Brainbees Solutions Limited,EQ,13-Aug-24,2,INE02RE01045,2
FIVESTAR,Five-Star Business Finance Limited,EQ,21-Nov-22,1,INE128S01021,1
FLAIR,Flair Writing Industries Limited,EQ,01-Dec-23,5,INE00Y201027,5
FLEXITUFF,Flexituff Ventures International Limited,BE,19-Oct-11,10,INE060J01017,10
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1,INE09N301011,1
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-Feb-95,10,INE529A01010,10
FMNL,Future Market Networks Limited,BE,31-Dec-10,10,INE360L01017,10
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-Nov-21,2,INE593W01028,2
FOODSIN,Foods & Inns Limited,EQ,16-Nov-21,1,INE976E01023,1
FORCEMOT,FORCE MOTORS LTD,EQ,14-Feb-24,10,INE451A01017,10
FORTIS,Fortis Healthcare Limited,EQ,09-May-07,10,INE061F01013,10
FOSECOIND,Foseco India Limited,EQ,05-May-03,10,INE519A01011,10
FSC,Future Supply Chain Solutions Limited,BZ,18-Dec-17,10,INE935Q01015,10
FSL,Firstsource Solutions Limited,EQ,22-Feb-07,10,INE684F01012,10
FUSION,Fusion Finance Limited,EQ,15-Nov-22,10,INE139R01012,10
GABRIEL,Gabriel India Limited,EQ,20-Apr-05,1,INE524A01029,1
GAEL,Gujarat Ambuja Exports Limited,EQ,11-Oct-00,1,INE036B01030,1
GAIL,GAIL (India) Limited,EQ,02-Apr-97,10,INE129A01019,10
GALAPREC,Gala Precision Engineering Limited,EQ,09-Sep-24,10,INE0RE001014,10
GALAXYSURF,Galaxy Surfactants Limited,EQ,08-Feb-18,10,INE600K01018,10
GALLANTT,Gallantt Ispat Limited,EQ,04-Apr-06,10,INE297H01019,10
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,30-Nov-23,2,INE717W01049,2
GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-Jan-07,5,INE524B01027,5
GANECOS,Ganesha Ecosphere Limited,EQ,09-Mar-15,10,INE845D01014,10
GANESHBE,Ganesh Benzoplast Limited,EQ,16-Sep-21,1,INE388A01029,1
GANESHHOUC,Ganesh Housing Corporation Limited,EQ,02-Mar-07,10,INE460C01014,10
GANGAFORGE,Ganga Forging Limited,EQ,06-Jul-21,1,INE691Z01023,1
GANGESSECU,Ganges Securities Limited,EQ,28-Jul-17,10,INE335W01016,10
GARFIBRES,Garware Technical Fibres Limited,EQ,03-Apr-07,10,INE276A01018,10
GARUDA,Garuda Construction and Engineering Limited,EQ,15-Oct-24,5,INE0JVO01026,5
GATDVR-RE,GACM Technologies Ltd-RE,BE,06-May-25,1,INE224E20044,1
GATECH,GACM Technologies Limited,EQ,25-Jul-16,1,INE224E01028,1
GATECH-RE1,GACM Techno Ltd-RE,BE,06-May-25,1,INE224E20036,1
GATECHDVR,GACM Technologies Limited,EQ,10-Oct-17,1,INE224E01036,1
GATEWAY,Gateway Distriparks Limited,EQ,22-Mar-22,10,INE079J01017,10
GAYAHWS,Gayatri Highways Limited,BE,28-Jun-18,2,INE287Z01012,2
GEECEE,GeeCee Ventures Limited,EQ,04-Oct-06,10,INE916G01016,10
GEEKAYWIRE,Geekay Wires Limited,EQ,06-Mar-20,2,INE669X01024,2
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-Feb-21,5,INE854S01022,5
GENESYS,Genesys International Corporation Limited,EQ,23-Jan-03,5,INE727B01026,5
GENSOL,Gensol Engineering Limited,BE,03-Jul-23,10,INE06H201014,10
GENUSPAPER,Genus Paper & Boards Limited,EQ,16-Feb-15,1,INE949P01018,1
GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-Jul-05,1,INE955D01029,1
GEOJITFSL,Geojit Financial Services Limited,EQ,01-Jul-05,1,INE007B01023,1
GEPIL,GE Power India Limited,EQ,19-Apr-00,10,INE878A01011,10
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-Nov-06,10,INE017A01032,10
GFLLIMITED,GFL Limited,EQ,25-May-95,1,INE538A01037,1
GHCL,GHCL Limited,EQ,31-Jul-03,10,INE539A01019,10
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-Jun-23,2,INE0PA801013,2
GICHSGFIN,GIC Housing Finance Limited,EQ,08-May-96,10,INE289B01019,10
GICRE,General Insurance Corporation of India,EQ,25-Oct-17,5,INE481Y01014,5
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-Dec-09,10,INE047B01011,10
GILLETTE,Gillette India Limited,EQ,30-Jul-03,10,INE322A01010,10
GINNIFILA,Ginni Filaments Limited,BE,10-May-95,10,INE424C01010,10
GIPCL,Gujarat Industries Power Company Limited,EQ,08-Feb-95,10,INE162A01010,10
GKWLIMITED,GKW Limited,BE,20-Jul-09,10,INE528A01020,10
GLAND,Gland Pharma Limited,EQ,20-Nov-20,1,INE068V01023,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-Dec-00,10,INE159A01016,10
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-Feb-00,1,INE935A01035,1
GLFL,Gujarat Lease Financing Limited,BE,08-Feb-95,10,INE540A01017,10
GLOBAL,Global Education Limited,EQ,07-Dec-20,2,INE291W01037,2
